,,,,,,,,Sistema Aeroportuario Mexicano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEROPUERTO/AERÓDROMO,,,,,,UBICACIÓN,,DATOS ASIGNACIÓN - CONCESIÓN - PERMISO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PQM,MMPQ, PALENQUE,PALENQUE,,CHIAPAS,PALENQUE,"GRUPO AEROPORTUARIO, FERROVIARIO, DE SERVICIOS AUXILIARES Y CONEXOS, OLMECA-MAYA-MEXICA, SA DE CV",GAFSACOMM,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PDS,MMPG,PIEDRAS NEGRAS,,PIEDRAS NEGRAS,COAHUILA,APODACA,"ADMINISTRADORA COAHUILENSE DE INFRAESTRUCTURA Y TRANSPORTE AÉREO, SA DE CV ",ACITA,"destinado a los propios fines del permisionario, o a los de terceros con quienes libremente contrate, siempre que se presten al transporte aéreo nacional, ya sea privado no comercial o comercial y no regular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PCM,N/D,PLAYA DEL CARMEN,,PLAYA DEL CARMEN,QUINTANA ROO,PLAYA DEL CARMEN,"VIP SERVICIOS AÉREOS EJECUTIVOS, SA DE CV",PARTICULAR,"destinado a los propios fines del permisionario, o a los de terceros con quienes libremente contrate, siempre que se presten al transporte aéreo nacional, ya sea privado no comercial o comercial y no regular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PAZ,MMPA,EL TAJIN,POZA RICA,,VERACRUZ,TIHUATLAN,AEROPUERTOS Y SERVICIOS AUXILIARES,ASA,"servicio de transporte Nacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PBC,MMPB,HERMANOS SERDÁN,PUEBLA,,PUEBLA,HUEJOTZINGO,"GRUPO AEROPORTUARIO, FERROVIARIO, DE SERVICIOS AUXILIARES Y CONEXOS, OLMECA-MAYA-MEXICA, SA DE CV",GAFSACOMM,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PXM,MMPS,PUERTO ESCONDIDO,PUERTO ESCONDIDO,,OAXACA,PUERTO ESCONDIDO,"GRUPO AEROPORTUARIO TURÍSTICO MEXICANO, SA DE CV,",GATM,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PPE,MMPE,PUERTO PEÑASCO,PUERTO PEÑASCO,,SONORA,PUERTO PEÑASCO,"AEROPUERTO INTERNACIONAL DEL MAR DE CORTÉS, SA DE CV",PARAESTATAL,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PVR,MMPR,PUERTO VALLARTA,PUERTO VALLARTA,,JALISCO,PUERTO VALLARTA,"AEROPUERTO DE PUERTO VALLARTA, SA DE CV",GAP,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,QRO,MMQT,INTERCONTINENTAL DE QUERÉTARO,QUERÉTARO,,QUERÉTARO,COLON QUERETARO,"AEROPUERTO INTERCONTINENTAL DE QUERÉTARO, SA DE CV ",PARAESTATAL,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,REX,MMRX,REYNOSA,REYNOSA,,TAMAULIPAS,REYNOSA,"AEROPUERTO DE REYNOSA, SA DE CV",OMA,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,SLW,MMIO,PLAN DE GUADALUPE ,SALTILLO,,COAHUILA,APODACA,"ADMINISTRADORA COAHUILENSE DE INFRAESTRUCTURA Y TRANSPORTE AÉREO, SA DE CV ",ACITA,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,SFH,MMSF,SAN FELIPE,,SAN FELIPE,BAJA CALIFORNIA,SAN FELIPE,"ADMINISTRADORA DEL AERÓDROMO DE SAN FELIPE, SA DE CV",PARAESTATAL,"permiso que otorga la facultad de dar atención a las aeronaves, personas pasajeras, carga y correo del servicio de transporte aéreo Nacional e Internacional no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,SJD,MMSD,AEROPUERTO INTERNACIONAL LOS CABOS,SAN JOSÉ DEL CABO,,BAJA CALIFORNIA SUR,SAN JOSE DEL CABO,"AEROPUERTO DE SAN JOSÉ DEL CABO, SA DE CV",GAP,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,SLP,MMSP,PONCIANO ARRIAGA,SAN LUIS POTOSÍ,,SAN LUIS POTOSÍ,SAN LUIS POTOSI,"AEROPUERTO DE SAN LUIS POTOSÍ, SA DE CV",OMA,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,TAM,MMTM,GRAL FRANCISCO JAVIER MINA,TAMPICO,,TAMAULIPAS,TAMPICO,"AEROPUERTO DE TAMPICO, SA DE CV",OMA,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,TSL,MMTN,TAMUÍN,TAMUÍN,,SAN LUIS POTOSÍ,TAMUIN,"GRUPO AEROPORTUARIO, FERROVIARIO, DE SERVICIOS AUXILIARES Y CONEXOS, OLMECA-MAYA-MEXICA, SA DE CV",GAFSACOMM,"servicio de transporte Nacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,TAP,MMTP,TAPACHULA,TAPACHULA,,CHIAPAS,TAPACHULA,"AEROPUERTO DE TAPACHULA, SA DE CV",ASUR,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,TCN,MMHC,TEHUACÁN,TEHUACÁN,,PUEBLA,TEHUACAN,AEROPUERTOS Y SERVICIOS AUXILIARES,ASA,"servicio de transporte Nacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,TPQ,MMEP,TEPIC,TEPIC,,NAYARIT,XALISCO,"GRUPO AEROPORTUARIO TURÍSTICO MEXICANO, SA DE CV,",GATM,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,TIJ,MMTJ,TIJUANA,TIJUANA,,BAJA CALIFORNIA,TIJUANA,"AEROPUERTO DE TIJUANA, SA DE CV",GAP,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,TLC,MMTO,LICENCIADO ADOLFO LÓPEZ MATEOS,TOLUCA,,ESTADO DE MÉXICO,TOLUCA,"ADMINISTRADORA MEXIQUENSE DEL AEROPUERTO INTERNACIONAL DE TOLUCA, SA DE CV ",AMAIT,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,TRC,MMTC,TORREÓN,TORREÓN,,COAHUILA,TORREON,"AEROPUERTO DE TORREÓN, SA DE CV",OMA,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,TGZ,MMTG,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,,CHIAPAS,CHIAPA DE CORZO,"SOCIEDAD OPERADORA DEL AEROPUERTO INTERNACIONAL ÁNGEL ALBINO CORZO, SA DE CV",SOAIAAC,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,UPN,MMPN,LICENCIADO Y GENERAL IGNACIO LOPEZ RAYON,URUAPAN,,MICHOACAN,URUAPAN,"GRUPO AEROPORTUARIO, FERROVIARIO, DE SERVICIOS AUXILIARES Y CONEXOS, OLMECA-MAYA-MEXICA, SA DE CV",GAFSACOMM,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,VER,MMVR,GENERAL HERIBERTO JARA,VERACRUZ,,VERACRUZ,VERACRUZ,"AEROPUERTO DE VERACRUZ, SA DE CV",ASUR,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,VSA,MMVA,CPA CARLOS ROVIROSA PERERZ,VILLAHERMOSA,,TABASCO,DOS MONTES VILLAHERMOSA,"AEROPUERTO DE VILLAHERMOSA, SA DE CV",ASUR,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,ZCL,MMZC,AEROPUERTO GENERAL LEOBARDO C RUIZ,ZACATECAS,,ZACATECAS,VICTOR ROSALES CALERA,"AEROPUERTO DE ZACATECAS, SA DE CV",OMA,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,ZMM,MMZM,ZAMORA,,ZAMORA,MICHOACAN,ZAMORA,GOBIERNO DEL ESTADO DE MICHOACÁN,ESTATAL,destinado a los propios fines del permisionario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,NLU,MMSM,AEROPUERTO INTERNACIONAL FELIPE ÁNGELES ,SANTA LUCÍA,,ESTADO DE MÉXICO, ZUMPANGO,AEROPUERTO INTERNACIONAL FELIPE ÁNGELES SA DE CV,AIFA,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,TQO,MMTL,"AEROPUERTO INTERNACIONAL DE TULUM
 FELIPE CARRILLO PUERTO",TULUM,,QUINTANA ROO,Felipe Carrillo puerto,"GRUPO AEROPORTUARIO, FERROVIARIO, DE SERVICIOS AUXILIARES Y CONEXOS, OLMECA-MAYA-MEXICA, SA DE CV",GAFSACOMM,"servicio de transporte Internacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
80,NIL,MMGA,AEROPUERTO REGIONAL BARRANCAS DEL COBRE,CREEL/BARRANCAS DEL COBRE,,CHIHUAHUA,BOCOYNA CREEL,ADMINISTRADORA DE SERVICIOS AEROPORTUARIOS DE CHIHUAHUA SA de CV,ASACH,"servicio de transporte Nacional aéreo regular y no regular, así como de servicios aéreos a terceros y operaciones de aeronaves para uso particular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,N/D,,No Disponible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
